2026-07-05 22:28:01 | INFO | test | test_phase1:16 | --- Testing config.py ---
2026-07-05 23:00:08 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT productName FROM products WHERE buyPrice BETWEEN 20 AND 50
2026-07-05 23:00:08 | INFO | validate | validate:12 | Validating SQL: SELECT productName FROM products WHERE buyPrice BETWEEN 20 AND 50
2026-07-05 23:00:08 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:00:08 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:00:08 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:00:08 | INFO | execute | execute:56 | Executing SQL: SELECT productName FROM products WHERE buyPrice BETWEEN 20 AND 50
2026-07-05 23:00:08 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:00:08 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:00:15 | INFO | summarize | summarize:37 | Summary generated: Sure! The query you executed found all the products priced between $20 and $50. Here's a list of tho...
2026-07-05 23:00:15 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:00:15 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | Find products priced between 20 and 50
2026-07-05 23:00:30 | INFO | classify | classify:20 | Classifying question: Find orders shipped to France
2026-07-05 23:00:31 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:00:31 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Find orders shipped to France
2026-07-05 23:00:31 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:00:32 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT customerName FROM customers WHERE country = 'France';
2026-07-05 23:00:32 | INFO | validate | validate:12 | Validating SQL: SELECT customerName FROM customers WHERE country = 'France';
2026-07-05 23:00:32 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:00:32 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:00:32 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:00:32 | INFO | execute | execute:56 | Executing SQL: SELECT customerName FROM customers WHERE country = 'France';
2026-07-05 23:00:32 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:00:32 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:00:33 | INFO | summarize | summarize:37 | Summary generated: Hey there! Based on your query, we found that there are 12 customers who have placed orders with us ...
2026-07-05 23:00:33 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:00:33 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | Find orders shipped to France
2026-07-05 23:00:52 | INFO | classify | classify:20 | Classifying question: Calculate the total units in stock
2026-07-05 23:00:52 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:00:52 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Calculate the total units in stock
2026-07-05 23:00:52 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:00:53 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT SUM(quantityInStock) AS totalUnitsInStock FROM products;
2026-07-05 23:00:53 | INFO | validate | validate:12 | Validating SQL: SELECT SUM(quantityInStock) AS totalUnitsInStock FROM products;
2026-07-05 23:00:53 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:00:53 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:00:53 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:00:53 | INFO | execute | execute:56 | Executing SQL: SELECT SUM(quantityInStock) AS totalUnitsInStock FROM products;
2026-07-05 23:00:53 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:00:53 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:00:54 | INFO | summarize | summarize:37 | Summary generated: The total units in stock across all products is 555,131. This means there are 555,131 items availabl...
2026-07-05 23:00:54 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:00:54 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | Calculate the total units in stock
2026-07-05 23:01:09 | INFO | classify | classify:20 | Classifying question: Find the maximum freight charge
2026-07-05 23:01:09 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:01:09 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Find the maximum freight charge
2026-07-05 23:01:09 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:01:10 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT MAX(freight) FROM orders;
2026-07-05 23:01:10 | INFO | validate | validate:12 | Validating SQL: SELECT MAX(freight) FROM orders;
2026-07-05 23:01:10 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:01:10 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:01:10 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:01:10 | INFO | execute | execute:56 | Executing SQL: SELECT MAX(freight) FROM orders;
2026-07-05 23:01:10 | ERROR | execute | execute:78 | Execution failed: (sqlite3.OperationalError) no such column: freight
[SQL: SELECT MAX(freight) FROM orders;]
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2026-07-05 23:01:10 | INFO | summarize | summarize:23 | Summarizing error: (sqlite3.OperationalError) no such column: freight
[SQL: SELECT MAX(freight) FROM orders;]
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2026-07-05 23:01:10 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:01:10 | INFO | tools.audit | audit:34 | Audit logged: SELECT | ERROR | Find the maximum freight charge
2026-07-05 23:01:23 | INFO | classify | classify:20 | Classifying question: Find cities having more than two customers
2026-07-05 23:01:23 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:01:23 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Find cities having more than two customers
2026-07-05 23:01:23 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:01:24 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT city 
FROM customers 
GROUP BY city 
HAVING COUNT(customerNumber) > 2;
2026-07-05 23:01:24 | INFO | validate | validate:12 | Validating SQL: SELECT city 
FROM customers 
GROUP BY city 
HAVING COUNT(customerNumber) > 2;
2026-07-05 23:01:24 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:01:24 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:01:24 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:01:24 | INFO | execute | execute:56 | Executing SQL: SELECT city 
FROM customers 
GROUP BY city 
HAVING COUNT(customerNumber) > 2;
2026-07-05 23:01:24 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:01:24 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:01:25 | INFO | summarize | summarize:37 | Summary generated: The query found that there are cities with more than two customers. Here's what it means:

Brickhave...
2026-07-05 23:01:25 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:01:25 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | Find cities having more than two customers
2026-07-05 23:02:59 | INFO | classify | classify:20 | Classifying question: Insert a new customer into the Customers table.
2026-07-05 23:03:00 | INFO | classify | classify:31 | Classification result: INSERT
2026-07-05 23:03:00 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Insert a new customer into the Customers table.
2026-07-05 23:03:00 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:01 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT city 
FROM customers 
GROUP BY city 
HAVING COUNT(customerNumber) > 2;
2026-07-05 23:03:01 | INFO | validate | validate:12 | Validating SQL: SELECT city 
FROM customers 
GROUP BY city 
HAVING COUNT(customerNumber) > 2;
2026-07-05 23:03:01 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:01 | INFO | risk | risk:21 | Operation: INSERT | Risk: LOW
2026-07-05 23:03:01 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:01 | INFO | execute | execute:56 | Executing SQL: SELECT city 
FROM customers 
GROUP BY city 
HAVING COUNT(customerNumber) > 2;
2026-07-05 23:03:01 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:03:01 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:03:02 | INFO | summarize | summarize:37 | Summary generated: The query you ran found cities with more than two customers. It looks like there are multiple locati...
2026-07-05 23:03:02 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:03:02 | INFO | tools.audit | audit:34 | Audit logged: INSERT | SUCCESS | Insert a new customer into the Customers table.
2026-07-05 23:03:02 | INFO | classify | classify:20 | Classifying question: Customer ID: C1001
2026-07-05 23:03:02 | INFO | classify | classify:31 | Classification result: UNSAFE
2026-07-05 23:03:02 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Customer ID: C1001
2026-07-05 23:03:02 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:04 | INFO | generate_sql | generate_sql:38 | Generated SQL: INSERT INTO customers (customerNumber, customerName, contactLastName, contactFirstName, phone, addressLine1, city, state, postalCode, country, salesRepEmployeeNumber, creditLimit, customerLocation) VALUES (1004.0, 'New Customer', 'Doe', 'John', '555-1234', '123 New St', 'New City', 'NY', '12345', 'USA', 1002.0, 10000.0, 0.0);
2026-07-05 23:03:04 | INFO | validate | validate:12 | Validating SQL: INSERT INTO customers (customerNumber, customerName, contactLastName, contactFirstName, phone, addressLine1, city, state, postalCode, country, salesRepEmployeeNumber, creditLimit, customerLocation) VALUES (1004.0, 'New Customer', 'Doe', 'John', '555-1234', '123 New St', 'New City', 'NY', '12345', 'USA', 1002.0, 10000.0, 0.0);
2026-07-05 23:03:04 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:04 | INFO | risk | risk:21 | Operation: UNSAFE | Risk: HIGH
2026-07-05 23:03:04 | INFO | approval | approval:15 | Requesting approval for HIGH risk operation
2026-07-05 23:03:04 | INFO | classify | classify:20 | Classifying question: Company Name: ABC Traders
2026-07-05 23:03:04 | INFO | classify | classify:31 | Classification result: UNSAFE
2026-07-05 23:03:04 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Company Name: ABC Traders
2026-07-05 23:03:04 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:06 | INFO | generate_sql | generate_sql:38 | Generated SQL: INSERT INTO customers (customerNumber, customerName, contactLastName, contactFirstName, phone, addressLine1, city, state, postalCode, country, salesRepEmployeeNumber, creditLimit, customerLocation) 
VALUES ('C1001', 'ABC Traders', 'Smith', 'John', '555-1234', '123 Main St', 'New York', 'NY', '10001', 'USA', 1001.0, 100000.0, 0.0);
2026-07-05 23:03:06 | INFO | validate | validate:12 | Validating SQL: INSERT INTO customers (customerNumber, customerName, contactLastName, contactFirstName, phone, addressLine1, city, state, postalCode, country, salesRepEmployeeNumber, creditLimit, customerLocation) 
VALUES ('C1001', 'ABC Traders', 'Smith', 'John', '555-1234', '123 Main St', 'New York', 'NY', '10001', 'USA', 1001.0, 100000.0, 0.0);
2026-07-05 23:03:06 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:06 | INFO | risk | risk:21 | Operation: UNSAFE | Risk: HIGH
2026-07-05 23:03:06 | INFO | approval | approval:15 | Requesting approval for HIGH risk operation
2026-07-05 23:03:06 | INFO | classify | classify:20 | Classifying question: Contact Name: Rahul Sharma
2026-07-05 23:03:06 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:03:06 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Contact Name: Rahul Sharma
2026-07-05 23:03:06 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:07 | INFO | generate_sql | generate_sql:38 | Generated SQL: INSERT INTO customers (customerNumber, customerName) VALUES ('C1001', 'ABC Traders');
2026-07-05 23:03:07 | INFO | validate | validate:12 | Validating SQL: INSERT INTO customers (customerNumber, customerName) VALUES ('C1001', 'ABC Traders');
2026-07-05 23:03:07 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:07 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:03:07 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:07 | INFO | execute | execute:56 | Executing SQL: INSERT INTO customers (customerNumber, customerName) VALUES ('C1001', 'ABC Traders');
2026-07-05 23:03:07 | INFO | execute | execute:69 | Execution complete in 8ms
2026-07-05 23:03:07 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:03:08 | INFO | summarize | summarize:37 | Summary generated: Rahul Sharma, it looks like you just added a new customer named "ABC Traders" with the customer numb...
2026-07-05 23:03:08 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:03:08 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | Contact Name: Rahul Sharma
2026-07-05 23:03:08 | INFO | classify | classify:20 | Classifying question: Contact Title: Owner
2026-07-05 23:03:08 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:03:08 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Contact Title: Owner
2026-07-05 23:03:08 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:09 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT customerName FROM customers WHERE contactName = 'Rahul Sharma' AND company = 'ABC Traders'
2026-07-05 23:03:09 | INFO | validate | validate:12 | Validating SQL: SELECT customerName FROM customers WHERE contactName = 'Rahul Sharma' AND company = 'ABC Traders'
2026-07-05 23:03:09 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:09 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:03:09 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:09 | INFO | execute | execute:56 | Executing SQL: SELECT customerName FROM customers WHERE contactName = 'Rahul Sharma' AND company = 'ABC Traders'
2026-07-05 23:03:09 | ERROR | execute | execute:78 | Execution failed: (sqlite3.OperationalError) no such column: contactName
[SQL: SELECT customerName FROM customers WHERE contactName = 'Rahul Sharma' AND company = 'ABC Traders']
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2026-07-05 23:03:09 | INFO | summarize | summarize:23 | Summarizing error: (sqlite3.OperationalError) no such column: contactName
[SQL: SELECT customerName FROM customers WHERE contactName = 'Rahul Sharma' AND company = 'ABC Traders']
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2026-07-05 23:03:09 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:03:09 | INFO | tools.audit | audit:34 | Audit logged: SELECT | ERROR | Contact Title: Owner
2026-07-05 23:03:09 | INFO | classify | classify:20 | Classifying question: City: Delhi
2026-07-05 23:03:09 | INFO | classify | classify:31 | Classification result: UNSAFE
2026-07-05 23:03:09 | INFO | generate_sql | generate_sql:20 | Generating SQL for: City: Delhi
2026-07-05 23:03:09 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:10 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT customerName FROM customers WHERE contactFirstName = 'Rahul' AND contactLastName = 'Sharma' AND company = 'ABC Traders'
2026-07-05 23:03:10 | INFO | validate | validate:12 | Validating SQL: SELECT customerName FROM customers WHERE contactFirstName = 'Rahul' AND contactLastName = 'Sharma' AND company = 'ABC Traders'
2026-07-05 23:03:10 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:10 | INFO | risk | risk:21 | Operation: UNSAFE | Risk: HIGH
2026-07-05 23:03:10 | INFO | approval | approval:15 | Requesting approval for HIGH risk operation
2026-07-05 23:03:10 | INFO | classify | classify:20 | Classifying question: Country: India
2026-07-05 23:03:10 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:03:10 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Country: India
2026-07-05 23:03:10 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:11 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT customerName FROM customers WHERE contactFirstName = 'Rahul' AND contactLastName = 'Sharma' AND city = 'Delhi';
2026-07-05 23:03:11 | INFO | validate | validate:12 | Validating SQL: SELECT customerName FROM customers WHERE contactFirstName = 'Rahul' AND contactLastName = 'Sharma' AND city = 'Delhi';
2026-07-05 23:03:11 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:03:11 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:03:11 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:03:11 | INFO | execute | execute:56 | Executing SQL: SELECT customerName FROM customers WHERE contactFirstName = 'Rahul' AND contactLastName = 'Sharma' AND city = 'Delhi';
2026-07-05 23:03:11 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:03:11 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:03:12 | INFO | summarize | summarize:37 | Summary generated: Hey there! Based on your query for customers in India with the contact name Rahul Sharma and city De...
2026-07-05 23:03:12 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:03:12 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | Country: India
2026-07-05 23:04:11 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:04:11 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:04:11 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:04:11 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:04:11 | INFO | db | db:40 | Audit database ready
2026-07-05 23:04:11 | INFO | server | server:210 | Starting SQL AI MCP Server
2026-07-05 23:04:37 | INFO | app | app:343 | Agent shutdown by user
2026-07-05 23:04:37 | INFO | app | app:447 | SQL AI Agent shutdown complete
2026-07-05 23:07:49 | INFO | app | app:458 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:07:49 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:07:49 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:07:49 | INFO | db | db:40 | Audit database ready
2026-07-05 23:07:49 | INFO | app | app:401 | Starting MCP HTTP server on 127.0.0.1:8100
2026-07-05 23:08:10 | INFO | app | app:458 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:08:10 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:08:10 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:08:10 | INFO | db | db:40 | Audit database ready
2026-07-05 23:08:10 | INFO | app | app:401 | Starting MCP HTTP server on 127.0.0.1:8100
2026-07-05 23:08:40 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:08:40 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:08:41 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:08:41 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:08:41 | INFO | db | db:40 | Audit database ready
2026-07-05 23:12:38 | INFO | app | app:449 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:12:38 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:12:38 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:12:38 | INFO | db | db:40 | Audit database ready
2026-07-05 23:12:38 | INFO | app | app:386 | Starting MCP SSE server on 127.0.0.1:8100
2026-07-05 23:13:01 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:13:01 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:13:01 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:13:01 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:13:01 | INFO | db | db:40 | Audit database ready
2026-07-05 23:13:46 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:13:46 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:13:46 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:13:46 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:13:46 | INFO | db | db:40 | Audit database ready
2026-07-05 23:13:46 | INFO | server | server:220 | Starting SQL AI MCP Server (SSE) on 127.0.0.1:8100
2026-07-05 23:13:52 | INFO | app | app:449 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:13:52 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:13:52 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:13:52 | INFO | db | db:40 | Audit database ready
2026-07-05 23:13:52 | INFO | app | app:386 | Starting MCP SSE server on 127.0.0.1:8100
2026-07-05 23:14:16 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:14:16 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:14:16 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:14:16 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:14:16 | INFO | db | db:40 | Audit database ready
2026-07-05 23:14:32 | INFO | app | app:449 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:14:32 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:14:32 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:14:32 | INFO | db | db:40 | Audit database ready
2026-07-05 23:14:32 | INFO | app | app:386 | Starting MCP SSE server on 127.0.0.1:8100
2026-07-05 23:14:59 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:14:59 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:14:59 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:14:59 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:14:59 | INFO | db | db:40 | Audit database ready
2026-07-05 23:15:50 | INFO | app | app:449 | SQL AI Agent v1.0.0 starting | mode=mcp
2026-07-05 23:15:50 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:15:50 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:15:50 | INFO | db | db:40 | Audit database ready
2026-07-05 23:15:50 | INFO | app | app:372 | Starting MCP server (stdio)
2026-07-05 23:16:13 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:16:13 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:16:13 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:16:13 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:16:13 | INFO | db | db:40 | Audit database ready
2026-07-05 23:17:47 | INFO | app | app:449 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:17:47 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:17:47 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:17:47 | INFO | db | db:40 | Audit database ready
2026-07-05 23:17:47 | INFO | app | app:386 | Starting MCP SSE server on 127.0.0.1:8100
2026-07-05 23:18:05 | INFO | server | server:58 | ask_database called: How many products are there?
2026-07-05 23:18:05 | INFO | classify | classify:20 | Classifying question: How many products are there?
2026-07-05 23:18:07 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:18:07 | INFO | generate_sql | generate_sql:20 | Generating SQL for: How many products are there?
2026-07-05 23:18:07 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:18:08 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT COUNT(*) FROM products;
2026-07-05 23:18:08 | INFO | validate | validate:12 | Validating SQL: SELECT COUNT(*) FROM products;
2026-07-05 23:18:08 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:18:08 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:18:08 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:18:08 | INFO | execute | execute:56 | Executing SQL: SELECT COUNT(*) FROM products;
2026-07-05 23:18:08 | INFO | execute | execute:69 | Execution complete in 3ms
2026-07-05 23:18:08 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:18:09 | INFO | summarize | summarize:37 | Summary generated: There are 110 products listed in the database. That's quite a few items to manage!...
2026-07-05 23:18:09 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:18:09 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | How many products are there?
2026-07-05 23:18:11 | INFO | graph | graph:68 | Building LangGraph agent
2026-07-05 23:18:11 | INFO | graph | graph:117 | Graph compiled successfully
2026-07-05 23:18:11 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:18:11 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:18:11 | INFO | db | db:40 | Audit database ready
2026-07-05 23:18:43 | INFO | app | app:449 | SQL AI Agent v1.0.0 starting | mode=http
2026-07-05 23:18:43 | INFO | db | db:20 | Setting up audit database schema
2026-07-05 23:18:43 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:18:43 | INFO | db | db:40 | Audit database ready
2026-07-05 23:18:43 | INFO | app | app:386 | Starting MCP SSE server on 127.0.0.1:8100
2026-07-05 23:19:00 | INFO | server | server:58 | ask_database called: How many products are there?
2026-07-05 23:19:00 | INFO | classify | classify:20 | Classifying question: How many products are there?
2026-07-05 23:19:00 | INFO | classify | classify:31 | Classification result: SELECT
2026-07-05 23:19:00 | INFO | generate_sql | generate_sql:20 | Generating SQL for: How many products are there?
2026-07-05 23:19:00 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:19:01 | INFO | generate_sql | generate_sql:38 | Generated SQL: SELECT COUNT(*) FROM products;
2026-07-05 23:19:01 | INFO | validate | validate:12 | Validating SQL: SELECT COUNT(*) FROM products;
2026-07-05 23:19:01 | INFO | validate | validate:37 | SQL validation passed
2026-07-05 23:19:01 | INFO | risk | risk:21 | Operation: SELECT | Risk: SAFE
2026-07-05 23:19:01 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:19:01 | INFO | execute | execute:56 | Executing SQL: SELECT COUNT(*) FROM products;
2026-07-05 23:19:01 | INFO | execute | execute:69 | Execution complete in 2ms
2026-07-05 23:19:01 | INFO | summarize | summarize:32 | Generating natural language summary
2026-07-05 23:19:02 | INFO | summarize | summarize:37 | Summary generated: There are 110 products in total. That's quite a diverse range!...
2026-07-05 23:19:02 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:19:02 | INFO | tools.audit | audit:34 | Audit logged: SELECT | SUCCESS | How many products are there?
2026-07-05 23:19:02 | INFO | server | server:58 | ask_database called: Drop the orders table
2026-07-05 23:19:02 | INFO | classify | classify:20 | Classifying question: Drop the orders table
2026-07-05 23:19:02 | INFO | classify | classify:31 | Classification result: DDL
2026-07-05 23:19:02 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Drop the orders table
2026-07-05 23:19:02 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:19:03 | INFO | generate_sql | generate_sql:38 | Generated SQL: DROP TABLE orders;
2026-07-05 23:19:03 | INFO | validate | validate:12 | Validating SQL: DROP TABLE orders;
2026-07-05 23:19:03 | WARNING | validate | validate:29 | BLOCKED operation detected: DROP
2026-07-05 23:19:03 | ERROR | error_handler | error_handler:11 | Error in pipeline | Operation: DROP | SQL: DROP TABLE orders; | Error: DROP operations are blocked
2026-07-05 23:19:03 | INFO | db | db:15 | Connecting to Audit database
2026-07-05 23:19:03 | INFO | tools.audit | audit:34 | Audit logged: DROP | ERROR | Drop the orders table
2026-07-05 23:19:03 | INFO | server | server:58 | ask_database called: Update all shipped orders to completed
2026-07-05 23:19:03 | INFO | classify | classify:20 | Classifying question: Update all shipped orders to completed
2026-07-05 23:19:03 | INFO | classify | classify:31 | Classification result: UPDATE
2026-07-05 23:19:03 | INFO | generate_sql | generate_sql:20 | Generating SQL for: Update all shipped orders to completed
2026-07-05 23:19:03 | INFO | db | db:10 | Connecting to Northwind database
2026-07-05 23:19:04 | INFO | generate_sql | generate_sql:38 | Generated SQL: UPDATE orders SET status = 'Completed' WHERE shippedDate IS NOT NULL;
2026-07-05 23:19:04 | INFO | validate | validate:12 | Validating SQL: UPDATE orders SET status = 'Completed' WHERE shippedDate IS NOT NULL;
